"url_object_id","question_id","author_id","author_name","content","praise_num","comments_num","url","create_time","update_time","crawl_time","answer_id"
"015f7b4e041fb3ddd6a24594b336f6bb","266574241","915edeec15e05dbb636c646a3231ccef","曾太太","一段芳华，祭一个年代 这篇文章读让我读到了一个年代的故事，感受到一个年代的复杂情感！其中有一句话让我印象尤其深刻：我的母亲，她会泣诉那个年代，而崇拜着伟大的毛主席。这是那个年代的人的真实写照，即使受到迫害，确仍然坚持信仰！我没有太多的辞藻能够形容在读这篇文章的时候，读到这一句话的心情，只有一种内心被震撼了的感觉。太矫情了，这句话一定要在文章语境中读才能有感觉哦！ [图片] 如果你看了原文觉得这句话写的好，记…","2","33",,"16/4/2018 22:17:49","17/4/2018 10:57:55","8/4/2019 06:22:29","368557660"
"0191f206ad4ee9855692d8e3ee50033a","266574241","2f60a1aae89482ff1f528a664683c450","南琴","1.一生不喜与人抢，该得到的也不会让2.喜欢就行了，何必傻乎乎的要在一起3.前方有路，未来可期4.谈笑风生不动情5.我们活在浩瀚的宇宙里，漫天飘洒的宇宙尘埃和星河光尘，我们是比这些还要渺小的存在。你并不知道生活在什么时候就突然改变方向，陷入墨水一般浓稠的黑暗里去。你被失望拖进深渊，你被疾病拉进坟墓，你被挫折践踏得体无完肤，你被嘲笑，被讽刺，被讨厌，被怨恨，被放弃。但是我们却总是在内心里保留着希望，保留着不…","0","2",,"16/12/2018 02:14:39","16/12/2018 02:14:39","8/4/2019 07:56:19","552881201"
"019e2f3f553fa0772d8408a4f2ef5d29","33220674","4312c819386ed855c1c26d0663835e52","童主任","借用《十万嬉皮》的歌词： 敌视现实，虚构远方 东张西望，一无所长 四体不勤，五谷不分 文不能测字，武不能防 不事劳作，一无所获 厌恶争执，不善言说 蛊惑他人，麻醉内心 浇上汽油，舒展眉头 看看说的是不是你自己？ 说白了就是又馋又懒眼高手低自命不凡 哪些人最容易过得不好？ 我想大概就是那些有点小才华，小天赋的人 天纵其才，又何必像个傻逼那样努力练习，潇洒人生才是正事 但才华不足以兑现的时候，生活便陷入困顿 眼高…","11","36",,"6/8/2015 14:32:57","6/8/2015 19:08:52","8/4/2019 06:14:26","58017849"
"01b050e6033d71ed0d338fcc466d0a6e","266574241","927e60bc126c67af9d2c677614758810","耳君意如","先生一笑而起，缈海阔而天高 [图片] 原来，她这么来来去去，不过是为了找这么一个合适的人，说出这么一句在后世已经烂大街的话。 “张将军，百年后，山河犹在，国泰民安呢……” ??疯丢子 《百年家书 》 [图片] [图片] [图片] [图片] [图片]","0","2",,"19/11/2018 10:49:51","19/11/2018 12:34:35","8/4/2019 07:55:38","534446967"
"01c7739364e4594f2e9873761cc03f93","266574241","cc1fd129b4faf170a4a8eef7eaf04ae0","蒋糖主","我也不知道出处：觉得写得挺好的！1、有时候，你对人生所有的规划，抵不过命运一次不怀好意的安排。2、控制不住情绪去挠墙；力气大了去搬砖！！3、人世间每一次相遇都是久别重逢，而每一次分开可能今生再也不相见。好好珍惜每分每秒，珍惜当下，珍惜身边爱你和你爱着的人！4、很多人不是孤僻，而是有原则有选择地社交。和喜欢的人千言万语，和其他的人一字不提。5、所谓的长大，就是终于意识到，这个世界也许不会像我们小时候想…","3","20",,"8/4/2018 13:38:27","8/4/2018 23:38:44","8/4/2019 06:52:01","361435585"
"01d33190f86bb7ca55e0ad7dcb2e5f7d","20694013","0","匿名用户","比如我jj短，这是无法克服的。。。。","0","0",,"29/7/2015 08:10:52","29/7/2015 08:10:52","8/4/2019 03:49:44","56868596"
"01d4845a143c2477ad225107efab7d96","52231322","38ead9e4638f2fa0d89ea1030ebab634","亚甲基黄","只是自己长大了。","0","1",,"13/11/2016 08:09:33","13/11/2016 15:10:58","7/4/2019 18:21:22","131048101"
"01ed80b63e6eebbbdb33461af5425091","20694013","45c1761b990a4533efa10c3d0411ffea","冷暖","客服自卑的最好方法就是换个环境","0","0",,"17/1/2016 12:14:10","17/1/2016 12:14:10","8/4/2019 03:40:58","81966428"
"02207c43f8f5a54c204861e506710bdc","266574241","31060a27a98e8614e7b4f886c02673fa","鱼十一","[cp]“喜欢夏天的原因大概是怀念那一年，夏日街道的烧烤香 望眼欲穿的香樟树，和喜欢的人一起手拉手去小卖部买冰棒和辣条。” [/cp]月色和雪色之间，你是第三种绝色。??余光中《绝色》就算你双唇未启 我也已知道覆水难收父母在 人生尚有来处 父母去 人生总是归途三毛最美的九句话，道尽人生[心]一 我来不及认真地年轻， 待明白过来时， 只能选择认真地老去。I didn&#39;t have time to be seriously young. When you understand, Y…","0","7",,"14/11/2018 09:12:07","14/11/2018 09:12:07","8/4/2019 06:34:23","531062107"
"02485bd4835f10c26b12d6345a3c783f","299171677","58c26e0d1f4d267683dbcf0cb2e5d141","谢冬冬","有了胎心胎芽也会停育。自然受孕双胞胎，检查出来的时候一个孕囊2.2厘米一个2厘米。都有胎芽和胎血管搏动。今天去b超看什么类型的双胎时，告知一个已经停育了。已经不知道是什么心情了，更多害怕另一个宝宝会不会受影响，没有腹痛没有流血，怎么会这样","0","0",,"21/11/2018 17:39:11","21/11/2018 17:39:11","7/4/2019 18:39:38","536167440"
"0255a69d9deb1ce011e885c9ad10ce57","299171677","0","匿名用户","我怀孕期间对除了海鲜的肉类过敏。怀孕前我超爱吃炸鸡烤羊腿牛排烤鸭红烧肉什么的，是个无肉不欢的微胖吃货。但是怀孕期间，只要吃这些，我就上吐下泻，吃鱼虾贝类却没事，生完孩子吃猪牛羊鸡鸭什么的又没事了，医生也说没见过我这样的，我女儿现在三岁了，吃肉牛羊鸡鸭鹅也一点事都没有，怀孕真的是个奇妙的事情。","0","0",,"6/11/2018 16:32:07","6/11/2018 16:32:07","7/4/2019 18:41:11","526143433"
"028e1e930c97cb8cf7d89493d77da70e","266574241","1de1b9d1c6de94c69886567d13c3c381","笑穆南","而雨知道什么时候要来，草木恪守神约，从南到北绿遍荒原。 ??史铁生这是一句在追求的路上给自己鼓励和平和的话。","0","2",,"8/12/2018 16:31:21","8/12/2018 19:41:39","8/4/2019 07:56:15","547875903"
"0293fd46657601243af699d47418c5a5","19563079","ea90e4d1208eba86bac90714b2953bea","覃明","想开个性精品店，可以DIY","0","0",,"20/4/2016 16:05:03","20/4/2016 16:05:03","8/4/2019 00:43:36","96045282"
"029e149d370d4be445ced321e3844429","20694013","0bc207775b6e12821f778fb30a0ea2ee","Cplee","我以前也是自卑，后来想开了，脸皮变得很厚。因为我觉得人没必要自卑，没必要觉得尴尬，只要别人不动手打你，那么别人对你的一切行为都是虚的，只要你不去想，就不会影响到你，很多没必要的情绪都是因为想太多造成的，我觉得那就是庸人自扰。还有当你的所作所为只要没有违背道德和法律，如果别人对你还有偏见那就是他的问题了。","0","0",,"15/8/2017 16:40:53","15/8/2017 16:43:22","8/4/2019 03:20:47","214724711"
"02c5e2ed8ad84358e1639f64a9a93567","299171677","653bc1f7da3b7a25906ba851c2fc0588","哈哈哈哈","我儿子在我肚子七八个月的时候，我用手拍拍他，他会用不知道是手还是脚回应我也踢两下，感觉好神奇，好幸福(*???*).?.:*?！","0","0",,"6/11/2018 07:05:36","6/11/2018 07:05:36","7/4/2019 18:41:05","525776143"
"02c802645734f8130ad1305c60528ae2","19563079","4d2c710660c24042632156fb8927948d","Celia","有部日剧叫深夜食堂，就想开个那样的小店，但是我做饭技术太差- -","1","0",,"14/3/2013 22:29:43","14/3/2013 22:29:43","8/4/2019 01:21:17","16385523"
"02d39f1b3b74efa53d9fee858be6561a","38894816","2d8483fffd0159002c97ed55ac1eb9c7","小黑球","小时候，是大一码、两码甚至是三码的衣服。 长大后，是我基于想要减肥的愿望，而购买的小一码的衣服…… 唉，心塞的很……","2","15",,"26/12/2015 22:19:31","26/12/2015 22:19:31","7/4/2019 18:37:48","78687232"
"02d64d7dcde568292fbe53f858ef2850","20694013","03645216ec54c064367e05e520076ce7","荔枝终结者","花几年时间专注于一项自己的爱好，达到中高的水平，比如学一件乐器，专心一类球类运动，画国画，养鱼养花，什么都行，哪怕斗地主比别人斗得好也行，嘿嘿！自卑的时候，就向爱好逃离一下，能找到些自信。过一段时间再看当时让你感觉自卑的事，会有新的理解，慢慢的自卑感觉会改善很多。自卑成音很多，不能偏执的将其投射到某一个问题上，比如失恋，学业不成功，事业失败，或者某个创伤什么的。自卑这种东西，即便找到成因，因为性…","0","1",,"10/7/2018 11:13:28","10/7/2018 11:13:28","8/4/2019 01:32:26","438695070"
"02eae2111c9a7e3be7fb05e23f1622fa","20694013","7e06eda217591e13d4459bca20f94974","十月初","1，有钱，想买什么买什么，不用担心买不起，钱多出门有底气 2，坦然，坦然接受自己所有的不好，接受别人比你好的事实 3，接受，学会表达和接受爱的能力 4，表达，不开心不喜欢的事情要表达出来 其实仔细想想没有什么好自卑的，不过是自己，喜欢跟别人比，想比别人什么都好，结果却发现自己比不过，那能怎么办呢。","1","4",,"6/5/2018 02:39:55","6/5/2018 02:39:55","8/4/2019 01:40:22","384372774"
"03292ab6946d5b0ea82a01f453c73e1e","38894816","6e5cde10b1b81abce5ca913c147eaca3","范梵","上大学的时候wifi还不流行，当时新买了个诺基亚E72（键盘机），上面附带了wifi功能。研究了一番如何设置wifi以后，我去买了人生第一个无线路由器，因为学校宿舍晚上11:30就熄灯了，我想买了无线路由器我就能在熄灯后躺在床上玩手机了。 当天熄灯以后我就爬上床上开始连接wifi 哎？等等 熄灯以后 不就没电了吗？ 没电， 怎么用无线路由器呢？ 我捏着我的诺基亚在黑暗中陷入了沉思……","104","404",,"31/12/2015 00:42:25","31/12/2015 00:42:25","7/4/2019 18:28:29","79327307"
"032d98c8f74a167f0c694d1879f25128","19895789","0","匿名用户","她的生日和我一样，只不过大我一岁； 我们一起住在707宿舍； 她爱黑色，我爱白色； 她弹吉他，玩乐队，笑起来眯着眼睛像月牙； 我写日记，乱涂鸦，笑起来眯着眼睛大家都说我们像两姐妹。 迷了路我就带着她走，转来转去，都是错的路。 “应该是这边”她拉着我走。 “要让小朋友自己意识到自己的错误，才会长大哦。” “以后你一定是个好妈妈。”我笑笑。 有阵子一起弹吉他，有花房姑娘，有张悬的城市，喜欢，宝贝。 more than wor…","5","5",,"2/11/2012 12:16:59","2/11/2012 12:16:59","8/4/2019 01:28:18","15510634"
"03494e21706c9b02d3acdcdba307caa1","21179967","06011f3c8584c66f45ba655345167923","项沛","当我发现身边的七大姑八大姨，朋友，同事，新闻，论坛，群等等都在聊股票的时候，我就知道现在的市场已经充斥着很多泡沫了。","1","0",,"1/7/2015 10:25:09","1/7/2015 10:25:09","8/4/2019 03:29:48","53380511"
"034ef365702634ff56d44e0682dbd041","26483956","299ef76bc00bf9e1b710e08b0a6e8379","宗智敏","任何一本语法书","0","0",,"10/11/2014 13:06:35","10/11/2014 13:06:35","8/4/2019 00:26:03","33191771"
"03a5e60ebd8519773858a04ced1d14a8","22148480","58cca036109b1460eea39da93422dd90","孤独的皇帝","一般会直接转移目光，然后等她扭过去在看，不过这年头能碰上这种不计较的妹子比较少，一般都是给你个脸色然后直接走，比较骚的会朝你抛媚眼，纯洁的会害羞的一笑，老司机会跟你说:3-= 以上纯属胡诌，如有雷同，请联系我的私人律师，电话12345","0","0",,"13/4/2017 18:04:47","13/4/2017 18:04:47","7/4/2019 18:24:46","157024024"
"03aff7c045a01e05c4cb5e6b9f50b683","318759976","6710453e8ee5ae0a87f248ca2f886d2e","蒋十一","谢邀！ [图片] 耳机啊！！就那种9.99且包邮那种！！！坏了就换，换了又买。。。 [图片] [图片] [图片] [图片]","0","0",,"7/4/2019 23:01:03","7/4/2019 23:01:03","7/4/2019 23:52:48","644204007"
"04291732baabaaca31e0b69f9d84c415","299171677","2002f5760913702e89654f7315bac972","CHENNILU","目前28周+ 怀孕是意外的，还没做好准备，我想过打掉，但还是不舍得. 就留下来了。 我们家宝真的算懂事了，我前三个月没有呕吐，就是胃口不好，见红保胎了一个月. 期间有些后悔了……但进入四个月后舒服多了。 体重原先88斤，瞬间掉到了83斤，然后就不长肉了，就是肚子大了（其实也没有特别大）然后什么都不涂，多吃水果，补品配了也不吃，太大颗都吞不下去。然后 皮肤变得超级好超滑，之前就很白，怀孕后更白了哈哈哈，真的还是…","0","1",,"20/11/2018 17:58:43","20/11/2018 17:58:43","7/4/2019 18:28:46","535476640"
"042e0493c02111bd3f8e1d04ba69be83","20694013","7787a9b2dc986184269cabb6fe07a2e6","濮阳千户","我觉得吧是找到一个自己有优势或者感兴趣的点将其发扬成能让自己自信的点。拿我自己来说从小到大，相貌平平，成绩中等，在班上就是小透明……但是从小我就喜欢画画，也没系统学习过，就是平时看点日漫临摹下，在课本上涂鸦下什么的后来一直是班上美术课代表，出黑板报啊，画手抄报啊什么的至少一向喜欢成绩优秀学生的班主任，能在有美术比赛的时候想起我，真的不容易啊高考选择了美术艺考在特长班里美术成绩数一数二，由于长年补…","0","1",,"10/7/2018 22:35:32","10/7/2018 22:35:32","8/4/2019 02:02:11","439242498"
"042fb3a872bbf231af38569013949d7b","26753619","f1ea41ebf25d247f92fca3a35874a53f","大人","刚陪女朋友看了周杰伦昆明场的演唱会。内场，北京飞过去的。演出全场在下雨，大腿根往下都是湿的。如果是我自己看的话，两个半小时给我一千我都不愿意坐在雨里看别人唱歌。但是周杰伦的歌陪了她走过很长一段时间。","1","0",,"17/4/2017 07:44:50","17/4/2017 07:44:51","8/4/2019 06:33:36","157624719"
"04b6c637d563351845c7491479d3f5ac","20694013","6c06f2aabdcba51155c0b321efe02615","will","看了知乎和我之前的笔记，总结了下对自卑的正确理解和如何克服自卑 正确认识自卑： 自卑即敬畏，正是这种对大自然的态度帮助人类得以从亿万年的进化中脱颖而出。难以想象一个食不果腹的猿人在到处是死亡陷阱的原始社会整日开启鸡血模式，结局注定是杯具自卑是是特定环境下的一种状态，是动态的。不存在在所有时刻都永远的自信，也不存在在所有时刻都永远的自卑。它类似生病，发烧，是人对于自我不满的一种信号，告诉你该改变些什…","0","0",,"9/2/2016 10:56:48","9/2/2016 10:56:48","8/4/2019 03:38:47","85464531"
"04c3e50b70d0761c883e9d0052945e88","22867272","cbc0d890f6663ed8c8f5173ba2717c34","仄小仄","有一个万能原则 就是适度原则 聊天过程中，别太急于求成，想要近点了解对方，显得太冒昧，适度最好 聊天中，我们需要照顾别人的感受，但别过于想着去照顾，别过于热情，那样会显得尴尬，适度最好 聊天中，不要展开一个话题就过于自我，完全忽略的对方，点到为止，适度最好 隐私，这个也不用说了吧，无论是和自己多亲密的关系，适度最好 懂得适度开始 懂得适度结束 懂得适度热情 懂得适度沉默 懂得适度联系 懂得适度独处 真心认为…","0","0",,"3/5/2018 15:11:04","3/5/2018 15:11:05","8/4/2019 01:48:50","382221808"
"04c48f89f3d5b399770c037fa1324173","299171677","d1877901edb234f277d326553d89fba2","Bella","没怀孕之前，我和我老公备孕的时候，因为第一次怀孕，对怀孕没啥概念，平时也没有接触孕妇没有什么了解的机会，我光靠想象还是很美好的，心情也很好怀孕之后1.首先是严重嗜睡，我一天最少要睡14个小时，就是平时吃饭吃着吃着，睡意袭来就喊我老公，我不行了… 老公 …我好想睡觉… 然后我老公就哄我吃完饭再睡2.记忆里下降，理解能力下降，怀孕之前我在看书做题，一切都很顺畅，下笔如流水，思维也很顺，怀孕之后发现前面学的一…","0","0",,"13/12/2018 18:31:44","13/12/2018 18:31:44","7/4/2019 18:27:13","551345054"
"04d24ceab6fa1282a9e49d38c07004c8","19895789","ad0999db9c14e475cfbb17f17cfc9eee","徐磊","高中同学一起上了大学，晚上逛大学时，她突然牵了我的手，那瞬间，心就被捏住了。如今，祝她幸福。","0","1",,"24/7/2014 08:27:05","24/7/2014 08:27:05","8/4/2019 01:39:01","28322915"
"04e1e010f35b880609388c1f46cf35d9","26753619","0","匿名用户","想知道来找我","0","0",,"29/10/2015 18:37:49","29/10/2015 18:37:49","8/4/2019 06:40:17","69923170"
"050ff77edab1fe154bc4a3c7a2ed6f67","26753619","0","匿名用户","_(:з?∠)_ 就是你们这群人让老子过不好情人节","0","0",,"14/2/2017 15:49:12","14/2/2017 15:49:13","8/4/2019 06:38:44","146322076"
"052948f5ecb9b9b41c43edc8ae0326d0","266574241","5e80567eeb1c46e1664f72cbf64d955c","辞镜","他们开始吃喝，谈笑，度过这漫漫长夜。当户外梨花飞舞，雪光如昼时，人不想沉沉睡去。这种感觉，古今无不同 ??王小波《绿毛水怪》","0","2",,"2/12/2018 15:32:12","2/12/2018 15:32:12","8/4/2019 06:26:11","543601894"
"052e5b04c88ecf0e50df87d961edd237","26129205","079f2ebd67a78fcc014c47369541b8b3","诸葛簪儿","学生时代真真正正回购过五次（加上安利给父母的，十五次都不止，因为用的实在不心疼，手脚四肢全用）的是下图这货，因为十年前的大学生，大概还不像今天的大学生，因为个人经济和社会发展的原因，能够有渠道和财力购买各种更高端的护肤品，用个相宜本草套装就蛮开心啦！而且还是去屈臣氏买的，作为包邮区，我也是大三才接触淘宝呀。用这款的时候还是油皮，头发也是隔天不洗就能炒菜（现在妥妥的沙漠皮，两天不洗头还能出门）。 [图片] …","1","4",,"12/3/2017 23:17:17","12/3/2017 23:17:17","8/4/2019 00:26:22","151248118"
"055f500982193b7b0f15ab7a7686b5be","19895789","843760e3a6bfd7087c0958ae52ca3355","Soda","微信聊天认识。我失恋心情非常低落，想一个人无计划的自驾静一静（当时还受伤瘸了条腿，需要拐杖才能缓慢行动）。他约了我见面，想劝服我静养为宜不要一个人自驾了。没有劝服成功，哈哈。 回来之后约约会，相互喜欢，便在一起了。 然而真正爱上和交往相处并不是一回事，真正感觉到“啊，原来我是爱上了”的时刻很有点猛然和诡异。 住在一起小半年后的某一天我早上用了卫生间，冲水后并没有完全冲干净（不好意思，恶心各位了），…","0","1",,"24/7/2014 22:02:30","24/7/2014 22:02:30","8/4/2019 01:40:00","28354391"
"057afbd0628630682cf5958c9716f88d","26753619","1de06b27ff62cae9531da56a4e83dcfe","药药","身边有一群不优秀的男朋友，你就成为了优秀的男朋友。心理学告诉我们，一切来自于对比。","0","0",,"16/2/2016 08:57:44","16/2/2016 08:57:44","8/4/2019 06:37:44","86487508"
"05acfee7af7562198e3c7eecc17b6e65","26753619","0","匿名用户","匿了，我不匿名的话估计要被喷死。千万不要继续助长有些2B女性的气焰，草木有本心，何求美人折。现在的世道，稍微有点长相身材的妹子都被你们这些没气节的?丝惯成女神，真拿自己当二五八万?而男人不想着如何提升自己想着如何做优秀男友?我看过很多优秀男友或者备胎吧，最终他们的女神倒在别人身下的神情那么顺从，估计他们很多人从未见过吧。古人诚不欺我，潘驴邓小闲才是对付女人的五字真言。男性是第一性，女人只是从属，现代…","0","0",,"22/8/2015 23:14:18","22/8/2015 23:14:18","8/4/2019 06:57:02","60383425"
"05cd8cad06f87c1fd4d4121c632ea7a1","20694013","0","匿名用户","有的时候不太懂别人指指点点，自卑怎么啦吃你家大米啦","0","1",,"8/3/2017 18:51:51","8/3/2017 18:51:51","8/4/2019 01:45:28","150496244"
"060b7b00bb30cbd5e0a4de4e0a654995","20694013","dd33ba7902a85fcab32ff5108d62613b","成泽走着","个人的生活经历，克服自卑的一个好方法就是以毒攻毒。吃多了苦，落魄过，焦虑过，绝望过。人的心会越来越强大。放下纸上谈兵，路在前方，要多走。","0","0",,"15/3/2019 14:54:02","15/3/2019 14:54:02","8/4/2019 01:32:59","623349436"
"0611b9783ad58cbc6550aaa542bfb9be","52231322","8af675d5a2f13715e79624323c2f4f4a","邢哲wanderer","上礼拜一看重一个衬衫400多，礼拜五就变成700多了！","8","4",,"15/11/2016 12:12:12","15/11/2016 12:12:12","7/4/2019 18:31:03","131363364"
"062656176fc425e68da28910d2fbd6c3","20694013","e87410db1fb75f25dbd2eb28465b5a15","知乎用户","我只想知道因为什么而自卑？就像你问我，饿了怎么办？渴了该干嘛？先找出根本原因，才能对症下药！个人见解，不喜勿喷！","0","0",,"22/11/2018 21:36:07","22/11/2018 21:36:07","8/4/2019 01:35:06","536985105"
"062b91b370a7792c14f0248e9d14ef13","62731099","f6c27a72b46aa9c59163cf68aa64e6ff","知乎用户","根据我的经验, 一般来讲,HR把低价招进优秀人才作为自己的成绩.不管怎么样, HR很少说你要多少就给多少,如果HR这么干脆的话,就说明你要得太少了.如果一个offer,没经过跟HR得拉锯就得到得话,你要得太少了所以,一般提出得数字要高于你期望得数字,当然,要在合理得基础上.还有一个问题就算用人部门其实并不想压低你的工资,只要在他的预算范围之内.按照我之前招人的经验,我其实希望招进来的工资要适当高一点.因为进来以后,提薪的难度就…","0","0",,"17/5/2018 23:48:09","17/5/2018 23:48:09","8/4/2019 01:30:47","394391762"
"063f78bf9fcbf1336a572ddce467f84d","20694013","3d783997576bc08506ddf58d2888db16","知乎用户","可以参考一下这个关于走出自卑的一些个人总结","0","1",,"7/11/2014 22:30:25","8/11/2014 15:26:08","8/4/2019 01:43:30","33084084"
"064047ee711211ab9d1e045d280b212f","24462259","aced405c3451dbf4941bb4e0d58bb4bb","刘念","把气放了叠起来收好","0","0",,"16/12/2015 17:17:59","16/12/2015 17:17:59","8/4/2019 06:24:48","77069257"
"064441f7dd8f58737171239353b795e9","26753619","3a71798c8117e92b905552211bffc15c","Silvia","本人女，我觉得我男朋友很优秀。 1.真的是会给我安全感，让我觉得他只会爱我一个人，因为他真的不可能有这个精力爱我的同时还爱别人了 2.很细心，手机里装大姨妈的app，每个月会提醒我什么时候大姨妈要来，让我提前做好心理准备(不是为了嘿嘿嘿) 3.他说ml一定要戴套(我们还没有做过)因为我之前说第一次不想要tt，他还特别不高兴地跟我说一定要戴 4.学习能力很强，什么都懂，期末复习的时候一天肝完一科，然后抽一两天时间给我讲…","0","0",,"20/1/2018 17:11:49","20/1/2018 17:11:49","8/4/2019 06:30:57","299915139"
